Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1665,CA-2022-128531,24/11/2022,26/11/2022,Second Class,NS-18505,Neola Schneider,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,297.576,3,0.2,-7.4394
1666,CA-2022-128531,24/11/2022,26/11/2022,Second Class,NS-18505,Neola Schneider,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,4.344,3,0.2,0.8688
1667,CA-2022-128531,24/11/2022,26/11/2022,Second Class,NS-18505,Neola Schneider,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,94.992,2,0.2,-2.3748
1668,CA-2022-128531,24/11/2022,26/11/2022,Second Class,NS-18505,Neola Schneider,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,74.352,3,0.2,23.235
1669,CA-2022-128531,24/11/2022,26/11/2022,Second Class,NS-18505,Neola Schneider,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",14.04,3,0.2,1.5795
1670,US-2021-157154,10/1/21,15/01/2016,Standard Class,MM-17920,Michael Moore,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1018.104,4,0.4,-373.3048
1671,CA-2023-159457,19/10/2023,26/10/2018,Standard Class,RD-19480,Rick Duston,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,16.68,3,0.2,5.2125
1672,CA-2022-107615,22/03/2022,25/03/2017,First Class,RB-19645,Robert Barroso,Corporate,Pakistan,Gaddani,Blochistan,90250,southwestern,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,58.58,2,0,19.3314
1673,CA-2023-111647,3/7/23,7/7/18,Standard Class,RD-19585,Rob Dowd,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988
1674,CA-2021-150560,11/12/21,12/12/21,First Class,SW-20455,Shaun Weien,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,2,0,96.3438
1675,CA-2021-143077,17/09/2021,21/09/2021,Standard Class,SF-20965,Sylvia Foulston,Corporate,Pakistan,Gaddani,Blochistan,90250,southwestern,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,21.936,2,0.6,-10.4196
1676,CA-2021-143077,17/09/2021,21/09/2021,Standard Class,SF-20965,Sylvia Foulston,Corporate,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,6.588,3,0.8,-10.2114
1677,CA-2022-122728,18/05/2022,24/05/2022,Standard Class,EB-13930,Eric Barreto,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3,0,26.07
1678,CA-2022-122728,18/05/2022,24/05/2022,Standard Class,EB-13930,Eric Barreto,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3,0,8.7906
1679,CA-2020-122882,7/9/20,13/09/2020,Standard Class,SB-20290,Sean Braxton,Corporate,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,1,0.2,-14.5764
1680,CA-2020-122882,7/9/20,13/09/2020,Standard Class,SB-20290,Sean Braxton,Corporate,Pakistan,Gaddani,Blochistan,90250,southwestern,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32.382,3,0.4,4.3176
1681,CA-2020-122882,7/9/20,13/09/2020,Standard Class,SB-20290,Sean Braxton,Corporate,Pakistan,Gaddani,Blochistan,90250,southwestern,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,42.368,2,0.2,8.4736
1682,CA-2020-122882,7/9/20,13/09/2020,Standard Class,SB-20290,Sean Braxton,Corporate,Pakistan,Gaddani,Blochistan,90250,southwestern,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,4,0.7,-559.356
1683,US-2022-101497,29/09/2022,1/10/22,Second Class,PS-18760,Pamela Stobb,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,18.97,1,0,9.1056
1684,CA-2022-147585,7/11/22,12/11/22,Standard Class,CB-12535,Claudia Bergmann,Corporate,Pakistan,Gaddani,Blochistan,90250,southwestern,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,0,6.2244
1685,CA-2023-149489,24/04/2023,27/04/2023,First Class,DK-12835,Damala Kotsonis,Corporate,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28,2,0.2,12.41
1686,CA-2023-149489,24/04/2023,27/04/2023,First Class,DK-12835,Damala Kotsonis,Corporate,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.188,2,0.7,-0.99
1687,CA-2023-149489,24/04/2023,27/04/2023,First Class,DK-12835,Damala Kotsonis,Corporate,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,7.518,2,0.7,-5.7638
1688,CA-2023-143798,10/12/23,12/12/23,First Class,AW-10840,Anthony Witt,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.368,2,0.2,3.6288
1689,CA-2023-143798,10/12/23,12/12/23,First Class,AW-10840,Anthony Witt,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,0.2,23.316
1690,CA-2020-142839,16/08/2020,20/08/2020,Standard Class,TS-21610,Troy Staebel,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,853.092,6,0.4,-227.4912
1691,CA-2023-129833,9/12/23,15/12/2023,Standard Class,HF-14995,Herbert Flentye,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",33.45,5,0,15.387
1692,CA-2023-129833,9/12/23,15/12/2023,Standard Class,HF-14995,Herbert Flentye,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,10.4,5,0,5.096
1693,US-2022-154361,14/03/2022,19/03/2022,Standard Class,HZ-14950,Henia Zydlo,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,21.88,5,0.2,6.2905
1694,US-2022-158708,26/06/2022,29/06/2022,Second Class,AB-10255,Alejandro Ballentine,Home Office,Pakistan,Gaddani,Blochistan,90250,southwestern,TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.616,2,0.2,3.5742
1695,CA-2021-156335,25/09/2021,28/09/2021,Second Class,PO-19195,Phillina Ober,Home Office,Pakistan,Gaddani,Blochistan,90250,southwestern,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96,4,0,19.8276
1696,CA-2021-156335,25/09/2021,28/09/2021,Second Class,PO-19195,Phillina Ober,Home Office,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,14.46,3,0,7.0854
1697,CA-2021-156335,25/09/2021,28/09/2021,Second Class,PO-19195,Phillina Ober,Home Office,Pakistan,Gaddani,Blochistan,90250,southwestern,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,104.98,2,0,52.49
1698,CA-2021-148376,27/12/2021,31/12/2021,Standard Class,AG-10900,Arthur Gainer,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2,0,31.0184
1699,CA-2021-148376,27/12/2021,31/12/2021,Standard Class,AG-10900,Arthur Gainer,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-LA-10002381,Office Supplies,Labels,Avery 497,21.56,7,0,10.3488
1700,CA-2020-135657,3/6/20,7/6/20,Second Class,SC-20725,Steven Cartwright,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,515.88,6,0,113.4936
1701,CA-2021-114069,13/07/2021,15/07/2021,Second Class,ND-18370,Natalie DeCherney,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2,0.2,4.2804
1702,CA-2021-114069,13/07/2021,15/07/2021,Second Class,ND-18370,Natalie DeCherney,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,1931.04,9,0.1,321.84
1703,CA-2021-114069,13/07/2021,15/07/2021,Second Class,ND-18370,Natalie DeCherney,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,9.96,2,0,4.6812
1704,CA-2020-139857,2/2/20,6/2/20,Standard Class,CD-12790,Cynthia Delaney,Home Office,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35,5,0,5.8045
1705,CA-2022-106306,8/3/22,8/3/22,Same Day,PG-18820,Patrick Gardner,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702,3,0.7,-7.1148
1706,CA-2021-100545,22/11/2021,26/11/2021,Standard Class,IM-15070,Irene Maddox,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,11.61,2,0.7,-9.288
1707,CA-2023-123491,30/10/2023,5/11/23,Standard Class,JK-15205,Jamie Kunitz,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.86,6,0,20.6142
1708,CA-2023-123491,30/10/2023,5/11/23,Standard Class,JK-15205,Jamie Kunitz,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,148.48,2,0.2,16.704
1709,CA-2023-123491,30/10/2023,5/11/23,Standard Class,JK-15205,Jamie Kunitz,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",7.42,2,0,3.71
1710,CA-2023-123491,30/10/2023,5/11/23,Standard Class,JK-15205,Jamie Kunitz,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",71.992,1,0.2,-0.8999
1711,CA-2023-123491,30/10/2023,5/11/23,Standard Class,JK-15205,Jamie Kunitz,Consumer,Pakistan,Gaddani,Blochistan,90250,southwestern,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0,6.567
1712,CA-2023-123491,30/10/2023,5/11/23,Standard Class,JK-15205,Jamie Kunitz,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12,14,0,510.636
1713,CA-2021-145401,30/01/2021,4/2/21,Standard Class,JP-15520,Jeremy Pistek,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.304,6,0.2,5.0064
1714,US-2023-124968,8/9/23,13/09/2023,Second Class,MM-18055,Michelle Moray,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625,7,0.5,-566.5625
1715,CA-2023-104003,7/10/23,13/10/2023,Standard Class,DC-13285,Debra Catini,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.666,2,0.15,-14.4784
1716,CA-2022-154788,30/04/2022,4/5/22,Standard Class,JL-15835,John Lee,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956
1717,CA-2022-169943,19/05/2022,24/05/2022,Standard Class,BN-11515,Bradley Nguyen,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.9,5,0,70.441
1718,CA-2022-169943,19/05/2022,24/05/2022,Standard Class,BN-11515,Bradley Nguyen,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,454.9,5,0,0
1719,CA-2022-169943,19/05/2022,24/05/2022,Standard Class,BN-11515,Bradley Nguyen,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,4,0,15.0864
1720,CA-2022-169943,19/05/2022,24/05/2022,Standard Class,BN-11515,Bradley Nguyen,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,8,0,12.3256
1721,CA-2022-169943,19/05/2022,24/05/2022,Standard Class,BN-11515,Bradley Nguyen,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,47.744,4,0.2,14.92
1722,US-2021-123218,20/12/2021,25/12/2021,Standard Class,KD-16345,Katherine Ducich,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,159.984,2,0.2,11.9988
1723,US-2021-123218,20/12/2021,25/12/2021,Standard Class,KD-16345,Katherine Ducich,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,255.968,4,0.2,51.1936
1724,US-2021-123218,20/12/2021,25/12/2021,Standard Class,KD-16345,Katherine Ducich,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",359.058,3,0.3,-71.8116
1725,CA-2021-127453,19/12/2021,20/12/2021,First Class,JK-15370,Jay Kimmel,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,434.352,3,0.2,43.4352
1726,CA-2021-127453,19/12/2021,20/12/2021,First Class,JK-15370,Jay Kimmel,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.552,2,0.2,0.444
1727,CA-2021-127453,19/12/2021,20/12/2021,First Class,JK-15370,Jay Kimmel,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.832,4,0.2,7.7728
1728,US-2023-164056,29/04/2023,4/5/23,Second Class,FM-14215,Filia McAdams,Corporate,Pakistan,Kandhkot,Sindth,79000,southeastern,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,5,0.4,-69.89
1729,CA-2022-106894,7/2/22,7/2/22,Same Day,CA-12265,Christina Anderson,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,0,21
1730,CA-2022-106894,7/2/22,7/2/22,Same Day,CA-12265,Christina Anderson,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,3,0,3.6018
1731,CA-2020-125136,28/09/2020,3/10/20,Standard Class,KD-16495,Keith Dawkins,Corporate,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,96.256,8,0.2,31.2832
1732,CA-2020-125136,28/09/2020,3/10/20,Standard Class,KD-16495,Keith Dawkins,Corporate,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,10.688,2,0.2,3.7408
1733,US-2022-131149,10/7/22,14/07/2022,Standard Class,LH-17155,Logan Haushalter,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.804
1734,US-2022-131149,10/7/22,14/07/2022,Standard Class,LH-17155,Logan Haushalter,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,4,0.2,17.352
1735,CA-2023-101483,29/07/2023,1/8/23,Second Class,AG-10675,Anna Gayman,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848,2,0.2,6.534
1736,CA-2023-101483,29/07/2023,1/8/23,Second Class,AG-10675,Anna Gayman,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,5,0.2,1.375
1737,CA-2023-101483,29/07/2023,1/8/23,Second Class,AG-10675,Anna Gayman,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-AR-10002833,Office Supplies,Art,Newell 322,4.368,3,0.2,0.3822
1738,CA-2021-130204,3/9/21,9/9/21,Standard Class,DB-13120,David Bremer,Corporate,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888
1739,CA-2021-130204,3/9/21,9/9/21,Standard Class,DB-13120,David Bremer,Corporate,Pakistan,Kandhkot,Sindth,79000,southeastern,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0,3.401
1740,CA-2021-130204,3/9/21,9/9/21,Standard Class,DB-13120,David Bremer,Corporate,Pakistan,Kandhkot,Sindth,79000,southeastern,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0,46.602
1741,CA-2020-110527,9/8/20,16/08/2020,Standard Class,ED-13885,Emily Ducich,Home Office,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-LA-10000262,Office Supplies,Labels,Avery 494,20.88,8,0,9.6048
1742,CA-2023-152807,30/10/2023,3/11/23,Standard Class,MC-18100,Mick Crebagga,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.736,4,0.2,7.2576
1743,CA-2023-152807,30/10/2023,3/11/23,Standard Class,MC-18100,Mick Crebagga,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",7.168,2,0.2,0.9856
1744,CA-2023-152807,30/10/2023,3/11/23,Standard Class,MC-18100,Mick Crebagga,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,11.168,2,0.2,-2.5128
1745,CA-2023-152807,30/10/2023,3/11/23,Standard Class,MC-18100,Mick Crebagga,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,442.4,7,0.2,-55.3
1746,CA-2020-133270,6/6/20,9/6/20,First Class,BM-11785,Bryan Mills,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36,2,0,4.9432
1747,CA-2022-155670,13/08/2022,17/08/2022,Second Class,EM-14065,Erin Mull,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,8,0.7,-8.2368
1748,CA-2022-155670,13/08/2022,17/08/2022,Second Class,EM-14065,Erin Mull,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,10.272,3,0.2,3.21
1749,US-2020-157406,25/04/2020,29/04/2020,Standard Class,DA-13450,Dianna Arnett,Home Office,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,10.368,2,0.2,3.6288
1750,US-2020-157406,25/04/2020,29/04/2020,Standard Class,DA-13450,Dianna Arnett,Home Office,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,6.24,3,0.2,0.546
1751,CA-2021-139094,22/11/2021,27/11/2021,Standard Class,MO-17800,Meg O'Connel,Home Office,Pakistan,Kandhkot,Sindth,79000,southeastern,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,206.962,2,0.3,-32.5226
1752,CA-2023-168837,14/10/2023,17/10/2023,First Class,JW-15955,Joni Wasserman,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.46,2,0,3.6894
1753,CA-2023-116715,2/12/23,5/12/23,First Class,VW-21775,Victoria Wilson,Corporate,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",559.62,9,0,151.0974
1754,CA-2023-116715,2/12/23,5/12/23,First Class,VW-21775,Victoria Wilson,Corporate,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,109.92,2,0,53.8608
1755,CA-2023-116715,2/12/23,5/12/23,First Class,VW-21775,Victoria Wilson,Corporate,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,8.56,2,0,3.852
1756,CA-2021-135622,8/12/21,11/12/21,Second Class,TT-21460,Tonja Turnell,Home Office,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,360.712,11,0.2,130.7581
1757,CA-2021-135622,8/12/21,11/12/21,Second Class,TT-21460,Tonja Turnell,Home Office,Pakistan,Kandhkot,Sindth,79000,southeastern,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1718.4,6,0.2,150.36
1758,US-2021-107349,13/07/2021,15/07/2021,First Class,SL-20155,Sara Luxemburg,Home Office,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,41.568,6,0.8,-66.5088
1759,CA-2020-139017,11/5/20,17/05/2020,Standard Class,RM-19375,Raymond Messe,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864,2,0.2,7.6154
1760,CA-2020-141817,5/1/20,12/1/20,Standard Class,MB-18085,Mick Brown,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19.536,3,0.2,4.884
1761,CA-2021-130785,5/9/21,9/9/21,Standard Class,AG-10900,Arthur Gainer,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.8392
1762,CA-2021-130785,5/9/21,9/9/21,Standard Class,AG-10900,Arthur Gainer,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,6,0.2,9.7038
1763,CA-2021-130785,5/9/21,9/9/21,Standard Class,AG-10900,Arthur Gainer,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,3,0.15,-20.6964
1764,CA-2022-110254,4/8/22,8/8/22,Standard Class,ML-17755,Max Ludwig,Home Office,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2,0,10.518
1765,CA-2022-110254,4/8/22,8/8/22,Standard Class,ML-17755,Max Ludwig,Home Office,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-LA-10004484,Office Supplies,Labels,Avery 476,4.13,1,0,1.8998
1766,CA-2022-110254,4/8/22,8/8/22,Standard Class,ML-17755,Max Ludwig,Home Office,Pakistan,Kandhkot,Sindth,79000,southeastern,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,109.8,9,0,46.116
1767,CA-2022-110254,4/8/22,8/8/22,Standard Class,ML-17755,Max Ludwig,Home Office,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-LA-10002034,Office Supplies,Labels,Avery 478,9.82,2,0,4.8118
1768,US-2020-158057,22/03/2020,26/03/2020,Standard Class,CC-12685,Craig Carroll,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",7.644,4,0.7,-5.8604
1769,US-2020-158057,22/03/2020,26/03/2020,Standard Class,CC-12685,Craig Carroll,Consumer,Pakistan,Kandhkot,Sindth,79000,southeastern,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,51.465,5,0.7,-39.4565
